2021-08-10 15:57:54,111;WARNING;ggplot_log_csv;geom_line;geom_line({'color': 'green'})
2021-08-10 15:57:55,098;WARNING;ggplot_log_csv;ggplot;ggplot({'x': 'carat', 'y': 'price'})
2021-08-10 15:57:55,100;WARNING;ggplot_log_csv;geom_line;geom_line({'color': 'green'})
2021-08-10 15:58:01,331;WARNING;ggplot_log_csv;ggplot;ggplot({'x': 'carat', 'y': 'price'})
2021-08-10 15:58:01,333;WARNING;ggplot_log_csv;geom_line;geom_line({})
2021-08-10 15:58:01,377;WARNING;ggplot_log_csv;ggplot;ggplot({'x': 'carat', 'y': 'price'})
2021-08-10 15:58:01,378;WARNING;ggplot_log_csv;geom_line;geom_line({'color': 'green'})
2021-08-10 15:58:02,144;WARNING;ggplot_log_csv;ggplot;ggplot({'x': 'carat', 'y': 'price'})
2021-08-10 15:58:02,145;WARNING;ggplot_log_csv;geom_line;geom_line({'color': 'green'})
2021-08-10 15:58:09,106;WARNING;ggplot_log_csv;ggplot;ggplot({'x': 'carat', 'y': 'price'})
2021-08-10 15:58:09,106;WARNING;ggplot_log_csv;geom_line;geom_line({'color': 'green'})
2021-08-10 15:58:36,698;WARNING;ggplot_log_csv;ggplot;ggplot({'x': 'carat', 'y': 'price'})
2021-08-10 15:58:36,699;WARNING;ggplot_log_csv;geom_line;geom_line({})
2021-08-10 15:58:37,449;WARNING;ggplot_log_csv;ggplot;ggplot({'x': 'carat', 'y': 'price'})
2021-08-10 15:58:37,451;WARNING;ggplot_log_csv;geom_line;geom_line({'color': 'green'})
2021-08-10 15:58:38,303;WARNING;ggplot_log_csv;ggplot;ggplot({'x': 'carat', 'y': 'price'})
2021-08-10 15:58:38,304;WARNING;ggplot_log_csv;geom_line;geom_line({'color': 'green'})
2021-08-10 15:58:51,586;WARNING;ggplot_log_csv;ggplot;ggplot({'x': 'carat', 'y': 'price'})
2021-08-10 15:58:51,587;WARNING;ggplot_log_csv;geom_line;geom_line({'color': 'green'})
2021-08-10 15:58:52,467;WARNING;ggplot_log_csv;ggplot;ggplot({'x': 'carat', 'y': 'price'})
2021-08-10 15:58:52,469;WARNING;ggplot_log_csv;geom_line;geom_line({'color': 'green'})
2021-08-10 15:59:00,158;WARNING;ggplot_log_csv;ggplot;ggplot({'x': 'carat', 'y': 'price'})
2021-08-10 15:59:00,160;WARNING;ggplot_log_csv;geom_line;geom_line({'color': 'green'})
2021-08-10 15:59:00,924;WARNING;ggplot_log_csv;ggplot;ggplot({'x': 'carat', 'y': 'price'})
2021-08-10 15:59:00,925;WARNING;ggplot_log_csv;geom_line;geom_line({'color': 'green'})
2021-08-10 15:59:20,074;WARNING;ggplot_log_csv;ggplot;ggplot({'x': 'carat', 'y': 'price'})
2021-08-10 15:59:20,075;WARNING;ggplot_log_csv;geom_line;geom_line({'color': 'green'})
2021-08-10 16:00:49,488;WARNING;ggplot_log_csv;ggplot;ggplot({'x': 'carat', 'y': 'price'})
2021-08-10 16:01:18,911;WARNING;ggplot_log_csv;ggplot;ggplot({'x': 'carat', 'y': 'price'})
2021-08-10 16:01:18,912;WARNING;ggplot_log_csv;geom_point;geom_point({'color': 'blue'})
2021-08-10 16:02:34,324;WARNING;ggplot_log_csv;ggplot;ggplot({'x': 'carat', 'y': 'price'})
2021-08-10 16:02:34,326;WARNING;ggplot_log_csv;geom_line;geom_line({'color': 'green'})
2021-08-10 16:02:34,829;WARNING;ggplot_log_csv;ggplot;ggplot({'x': 'carat', 'y': 'price'})
2021-08-10 16:02:34,831;WARNING;ggplot_log_csv;geom_point;geom_point({'color': 'blue'})
2021-08-10 16:05:12,366;WARNING;ggplot_log_csv;ggplot;ggplot({'x': 'carat', 'y': 'price'})
2021-08-10 16:05:12,370;WARNING;ggplot_log_csv;geom_line;geom_line({'color': 'green'})
2021-08-10 16:05:36,947;WARNING;ggplot_log_csv;ggplot;ggplot({'x': 'carat', 'y': 'price'})
2021-08-10 16:05:36,948;WARNING;ggplot_log_csv;geom_point;geom_point({})
2021-08-10 16:05:47,459;WARNING;ggplot_log_csv;ggplot;ggplot({'x': 'carat', 'y': 'price'})
2021-08-10 16:05:47,462;WARNING;ggplot_log_csv;geom_point;geom_point({'color': 'blue'})
2021-08-10 16:08:18,548;WARNING;__main__;ggplot;ggplot({'x': 'wt'})
2021-08-10 16:08:18,549;WARNING;__main__;geom_histogram;geom_histogram({'color': 'pink'})
2021-08-10 16:09:14,087;WARNING;ggplot_log_csv;ggplot;ggplot({'x': 'carat', 'y': 'price'})
2021-08-10 16:09:14,089;WARNING;ggplot_log_csv;geom_point;geom_point({'color': 'blue'})
2021-08-10 16:10:12,792;WARNING;__main__;ggplot;ggplot({'x': 'wt'})
2021-08-10 16:10:12,793;WARNING;__main__;geom_histogram;geom_histogram({'color': 'pink'})
2021-08-10 16:10:33,559;WARNING;ggplot_log_csv;ggplot;ggplot({'x': 'carat', 'y': 'price'})
2021-08-10 16:10:33,560;WARNING;ggplot_log_csv;geom_line;geom_line({})
2021-08-10 16:10:42,608;WARNING;ggplot_log_csv;ggplot;ggplot({'x': 'carat', 'y': 'price'})
2021-08-10 16:10:42,610;WARNING;ggplot_log_csv;geom_point;geom_point({'color': 'blue'})
2021-08-10 16:11:53,565;WARNING;__main__;ggplot;ggplot({'x': 'wt', 'y': 'mpg'})
2021-08-10 16:11:53,566;WARNING;__main__;geom_point;geom_point({'color': 'red'})
2021-08-10 16:12:19,403;WARNING;__main__;ggplot;ggplot({'x': 'wt', 'y': 'mpg'})
2021-08-10 16:12:19,404;WARNING;__main__;geom_point;geom_point({'color': 'red'})
2021-08-10 16:12:19,406;WARNING;__main__;stat_smooth;stat_smooth({'method': 'lm'})
2021-08-10 16:12:50,291;WARNING;ggplot_log_csv;ggplot;ggplot({'x': 'carat', 'y': 'price'})
2021-08-10 16:12:50,294;WARNING;ggplot_log_csv;geom_point;geom_point({'color': 'blue'})
2021-08-10 16:13:31,760;WARNING;ggplot_log_csv;ggplot;ggplot({'x': 'carat', 'y': 'price'})
2021-08-10 16:13:31,762;WARNING;ggplot_log_csv;geom_line;geom_line({'color': 'green'})
2021-08-10 16:13:34,812;WARNING;ggplot_log_csv;ggplot;ggplot({'x': 'carat', 'y': 'price'})
2021-08-10 16:13:34,813;WARNING;ggplot_log_csv;geom_point;geom_point({'color': 'blue'})
2021-08-10 16:13:38,623;WARNING;ggplot_log_csv;ggplot;ggplot({'x': 'carat', 'y': 'price'})
2021-08-10 16:13:38,624;WARNING;ggplot_log_csv;geom_point;geom_point({'color': 'blue'})
2021-08-10 16:13:38,625;WARNING;ggplot_log_csv;stat_smooth;stat_smooth({'method': 'lm'})
2021-08-10 16:16:43,917;WARNING;__main__;ggplot;ggplot({'x': 'wt', 'y': 'mpg'})
2021-08-10 16:16:43,918;WARNING;__main__;geom_point;geom_point({'color': 'red'})
2021-08-10 16:16:43,919;WARNING;__main__;stat_linreg;stat_linreg({})
2021-08-10 16:17:06,019;WARNING;ggplot_log_csv;ggplot;ggplot({'x': 'carat', 'y': 'price'})
2021-08-10 16:17:06,020;WARNING;ggplot_log_csv;geom_point;geom_point({'color': 'blue'})
2021-08-10 16:17:41,606;WARNING;ggplot_log_csv;ggplot;ggplot({'x': 'carat', 'y': 'price'})
2021-08-10 16:17:41,609;WARNING;ggplot_log_csv;geom_point;geom_point({'color': 'blue'})
2021-08-10 16:17:45,246;WARNING;ggplot_log_csv;ggplot;ggplot({'x': 'carat', 'y': 'price'})
2021-08-10 16:17:45,247;WARNING;ggplot_log_csv;geom_point;geom_point({'color': 'blue'})
2021-08-10 16:17:45,250;WARNING;ggplot_log_csv;stat_linreg;stat_linreg({})
2021-08-10 16:20:28,087;WARNING;ggplot_log_csv;ggplot;ggplot({'x': 'depth', 'y': 'price'})
2021-08-10 16:20:28,088;WARNING;ggplot_log_csv;geom_point;geom_point({'color': 'blue'})
2021-08-10 16:20:28,090;WARNING;ggplot_log_csv;stat_linreg;stat_linreg({})
2021-08-10 16:28:39,973;WARNING;ggplot_log_csv;ggplot;ggplot({'x': 'carat', 'y': 'price', 'color': 'cut'})
2021-08-10 16:28:39,976;WARNING;ggplot_log_csv;geom_point;geom_point({'color': 'blue'})
2021-08-10 16:28:39,978;WARNING;ggplot_log_csv;stat_linreg;stat_linreg({})
2021-08-10 16:28:52,028;WARNING;ggplot_log_csv;ggplot;ggplot({'x': 'carat', 'y': 'price', 'color': 'cut'})
2021-08-10 16:28:52,030;WARNING;ggplot_log_csv;geom_point;geom_point({'color': 'blue'})
2021-08-10 16:29:32,636;WARNING;ggplot_log_csv;ggplot;ggplot({'x': 'carat', 'y': 'price', 'color': 'cut'})
2021-08-10 16:29:32,638;WARNING;ggplot_log_csv;geom_point;geom_point({})
2021-08-10 16:29:46,905;WARNING;ggplot_log_csv;ggplot;ggplot({'x': 'carat', 'y': 'price', 'color': 'cut'})
2021-08-10 16:29:46,907;WARNING;ggplot_log_csv;geom_point;geom_point({})
2021-08-10 16:29:46,909;WARNING;ggplot_log_csv;stat_linreg;stat_linreg({})
2021-08-10 17:17:55,943;WARNING;ggplot_log_csv;ggplot;ggplot({'x': 'table', 'y': 'depth', 'color': 'color'})
2021-08-10 17:17:55,945;WARNING;ggplot_log_csv;geom_point;geom_point({})
